origin_city,destination_city,avg_speed_mph,weight_of_truck_tons,fuel_price_usd_per_gallon,fuel_efficiency_mpg,traffic_status,road_condition_score,weather_condition,season,delivery_target_days,driver_hours_per_day,market_demand_index,carrier_type,holiday_indicator,lane_type_original,lane_type_corrected,lane_id_corrected,ref_distance_miles,ref_speed_limit_mph,ref_total_lane_cost_usd,fuel_cost_usd,total_cost_usd,avg_speed_mph_corrected
"Houston, TX","Phoenix, AZ",43.3,23.5,4.6,6.9,High,5.2,Rain,Spring,4,8,1.7,Flatbed,0,normal,slow,1,1166,60,2123.29,777.3333333,2900.623333,43.3
"Denver, CO","Miami, FL",67.9,24.4,3.93,7.46,High,9.6,Rain,Winter,4,8,4.6,Refrigerated,0,fast,normal,2,1984,70,4315.2,1045.190349,5360.390349,67.9
"Los Angeles, CA","Dallas, TX",70.9,13.4,4.15,6.38,Low,7.1,Clear,Summer,3,8,3.6,Refrigerated,0,fast,fast,3,1423,80,3847.79,925.6191223,4773.409122,70.9
"Los Angeles, CA","New York, NY",57.9,29.5,3.25,5.49,Medium,9.6,Fog,Summer,7,8,5,Refrigerated,0,fast,slow,1,2812,60,5258.44,1664.663024,6923.103024,57.9
"Atlanta, GA","Miami, FL",66.3,19.5,3.24,6.8,Low,8.2,Clear,Spring,2,8,0.9,Flatbed,1,fast,normal,2,697,70,1515.97,332.1,1848.07,66.3
"Miami, FL","Dallas, TX",41.8,16.9,4.81,4.01,Medium,5.6,Fog,Spring,4,8,7.1,Flatbed,0,normal,slow,1,1277,60,2353.51,1531.763092,3885.273092,41.8
"Miami, FL","Atlanta, GA",69.6,12.4,4.82,6.97,Medium,6.4,Fog,Summer,2,8,2.6,Tanker,0,normal,normal,2,697,70,1515.97,482,1997.97,69.6
"New York, NY","Seattle, WA",50.9,13.2,3.38,7.23,Low,5.7,Clear,Winter,7,8,4.1,Refrigerated,0,slow,slow,1,2762,60,5140.08,1291.22545,6431.30545,50.9
"Denver, CO","Chicago, IL",54.4,17.6,4.63,7.28,Medium,8.8,Fog,Winter,3,8,0.4,Refrigerated,0,normal,slow,1,1056,60,1951.49,671.6043956,2623.094396,54.4
"Chicago, IL","Dallas, TX",41.6,24.7,4.83,5.95,Low,8.8,Storm,Summer,3,8,8,Flatbed,1,normal,slow,1,925,60,1704.77,750.8823529,2455.652353,41.6
"Denver, CO","Los Angeles, CA",47.2,17.5,4.92,5.37,High,9.8,Clear,Spring,3,8,7,Flatbed,1,slow,slow,1,954,60,1754.41,874.0558659,2628.465866,47.2
"Phoenix, AZ","Dallas, TX",73.9,27.6,4.02,7.62,Low,6.4,Snow,Fall,2,8,2.5,Dry Van,1,fast,fast,3,1017,80,2728.61,536.5275591,3265.137559,73.9
"Denver, CO","Phoenix, AZ",40.5,18.7,3.32,5.13,Medium,5.8,Rain,Fall,3,8,6.3,Refrigerated,0,slow,slow,1,673,60,1228.23,435.5477583,1663.777758,40.5
"New York, NY","Seattle, WA",60.5,12.6,4.28,7.32,Medium,10,Snow,Winter,6,8,1.9,Dry Van,1,normal,normal,2,2762,70,6048.78,1614.939891,7663.719891,60.5
"Houston, TX","New York, NY",72.8,10.3,3.51,4.6,Low,8.4,Fog,Fall,3,8,9.7,Tanker,0,fast,fast,3,1630,80,4453.16,1243.76087,5696.92087,72.8
"Houston, TX","Atlanta, GA",61.9,17.9,3.65,7.55,Low,8,Storm,Fall,2,8,1.7,Dry Van,0,fast,normal,2,806,70,1728.87,389.6556291,2118.525629,61.9
"Houston, TX","Denver, CO",44.9,11.7,3.83,7.45,Medium,5.7,Rain,Spring,3,8,4.6,Refrigerated,1,slow,slow,1,1010,60,1839.21,519.2348993,2358.444899,44.9
"Los Angeles, CA","Denver, CO",49.3,8.9,4.74,4.44,Low,8.6,Snow,Spring,3,8,8.6,Dry Van,0,slow,slow,1,954,60,1754.41,1018.459459,2772.869459,49.3
"Denver, CO","Los Angeles, CA",49.9,19.4,3.03,5.9,Medium,4.5,Storm,Summer,3,8,1.1,Dry Van,0,fast,slow,1,954,60,1754.41,489.9355932,2244.345593,49.9
"Chicago, IL","Seattle, WA",58.3,27.8,3.04,6.55,High,5.8,Clear,Fall,5,8,8.7,Flatbed,1,fast,slow,1,1993,60,3691.04,924.9954198,4616.03542,58.3
"Los Angeles, CA","Atlanta, GA",48.6,28.7,4.38,7.81,Medium,7.4,Clear,Fall,6,8,8.9,Dry Van,0,fast,slow,1,2223,60,4088.1,1246.701665,5334.801665,48.6
"Atlanta, GA","Seattle, WA",50.9,11.1,4.14,7.21,Low,8.6,Rain,Summer,7,8,3.8,Tanker,0,normal,slow,1,2505,60,4584.15,1438.377254,6022.527254,50.9
"Miami, FL","Dallas, TX",47.4,23.5,3.3,4.89,High,6.5,Rain,Spring,4,8,2.1,Refrigerated,1,normal,slow,1,1277,60,2353.51,861.7791411,3215.289141,47.4
"Atlanta, GA","Dallas, TX",73.3,9.8,4.72,4.46,Low,9.2,Clear,Winter,2,8,8.5,Dry Van,1,fast,fast,3,828,80,2221.52,876.2690583,3097.789058,73.3
"Denver, CO","Dallas, TX",60.9,27.9,4.17,6.85,High,6.5,Snow,Summer,2,8,5.8,Tanker,1,normal,normal,2,762,70,1634.49,463.8744526,2098.364453,60.9
"New York, NY","Houston, TX",67.8,29.1,3.46,5.47,Medium,7,Fog,Fall,4,8,8.8,Dry Van,1,normal,normal,2,1630,70,3553.4,1031.042048,4584.442048,67.8
"Atlanta, GA","Miami, FL",43.6,25.8,4.36,4.13,Medium,4.8,Snow,Fall,2,8,6.6,Dry Van,1,slow,slow,1,697,60,1288.06,735.8159806,2023.875981,43.6
"Denver, CO","Seattle, WA",65.2,21.5,4.53,6.3,Low,5.6,Fog,Spring,3,8,0.2,Dry Van,0,normal,normal,2,1172,70,2525.66,842.7238095,3368.38381,65.2
"Chicago, IL","Los Angeles, CA",65.5,15.7,3.05,4.26,Medium,7.9,Snow,Winter,4,8,5.1,Flatbed,1,normal,normal,2,2004,70,4388.76,1434.788732,5823.548732,65.5
"New York, NY","Houston, TX",49,5.5,3.55,5.8,Low,5.2,Snow,Spring,5,8,7.2,Tanker,0,fast,slow,1,1630,60,3018.76,997.6724138,4016.432414,49
"Miami, FL","New York, NY",72.8,20.4,3.11,6.96,Medium,4.7,Fog,Summer,3,8,7.5,Tanker,0,fast,fast,3,1256,80,3484.14,561.2298851,4045.369885,72.8
"Chicago, IL","Atlanta, GA",65.5,10.8,3.86,7.56,Medium,4.1,Snow,Spring,2,8,2.7,Refrigerated,1,slow,normal,2,677,70,1472.47,345.6640212,1818.134021,65.5
"New York, NY","Chicago, IL",69.4,22.4,3.23,5.98,Low,6.8,Fog,Winter,2,8,8,Dry Van,0,normal,normal,2,818,70,1807.78,441.8294314,2249.609431,69.4
"Houston, TX","Seattle, WA",66.7,9.8,3.63,4.38,Low,4.9,Rain,Spring,5,8,2,Tanker,0,fast,normal,2,2173,70,4671.95,1800.910959,6472.860959,66.7
"Houston, TX","Miami, FL",44.3,26.6,3.06,7.91,Low,5.2,Clear,Fall,4,8,5.8,Tanker,0,normal,slow,1,1112,60,2049.42,430.1795196,2479.59952,44.3
"Phoenix, AZ","Atlanta, GA",61.1,26.3,3.1,7.2,High,6.4,Clear,Winter,4,8,6.2,Flatbed,1,slow,normal,2,1827,70,3928.05,786.625,4714.675,61.1
"Seattle, WA","Miami, FL",52.5,17.6,4.17,7.95,Low,7.5,Clear,Winter,8,8,5.9,Dry Van,1,slow,slow,1,3141,60,5817.13,1647.543396,7464.673396,52.5
"Chicago, IL","Seattle, WA",70,25,4.78,5.34,Medium,7,Rain,Spring,4,8,2.6,Dry Van,1,normal,normal,2,1993,70,4344.74,1783.996255,6128.736255,70
"Los Angeles, CA","Denver, CO",69.1,24.3,4.94,7.98,Medium,5.4,Snow,Summer,2,8,0.9,Tanker,0,fast,normal,2,954,70,2065.41,590.5714286,2655.981429,69.1
"Chicago, IL","Phoenix, AZ",47.7,12.5,4.89,5.05,High,8,Rain,Winter,5,8,0.9,Tanker,1,slow,slow,1,1670,60,3086.16,1617.089109,4703.249109,47.7
"Los Angeles, CA","Atlanta, GA",61.8,11.2,3.6,6.83,Medium,4.6,Fog,Spring,5,8,9.4,Tanker,1,normal,normal,2,2223,70,4812.8,1171.713031,5984.513031,61.8
"Miami, FL","Denver, CO",55.2,23.5,4.56,7.08,Low,10,Fog,Winter,5,8,9.8,Flatbed,1,slow,slow,1,1984,60,3666.43,1277.830508,4944.260508,55.2
"Dallas, TX","New York, NY",69.8,16.4,4.74,4.88,High,8.7,Snow,Spring,3,8,8.2,Tanker,0,fast,normal,2,1576,70,3435.68,1530.786885,4966.466885,69.8
"Dallas, TX","Miami, FL",43.4,27.4,4.16,6.62,High,5.7,Storm,Winter,4,8,4.2,Flatbed,0,normal,slow,1,1277,60,2353.51,802.4652568,3155.975257,43.4
"Los Angeles, CA","Phoenix, AZ",64.6,22.4,3.72,5.54,Low,7.4,Rain,Winter,1,8,7.5,Dry Van,0,fast,normal,2,410,70,887.65,275.3068592,1162.956859,64.6
"Miami, FL","Phoenix, AZ",51.8,18.1,4.74,4.03,Low,8.3,Clear,Fall,6,8,2.1,Flatbed,1,fast,slow,1,2276,60,4206.05,2676.98263,6883.03263,51.8
"Atlanta, GA","Chicago, IL",71.4,27.8,3.12,6.09,Medium,4.9,Storm,Winter,2,8,6.7,Tanker,0,slow,fast,3,677,80,1844.82,346.8374384,2191.657438,71.4
"Dallas, TX","Atlanta, GA",44.1,25.8,4.35,4.03,Low,7.8,Fog,Summer,3,8,4.2,Dry Van,0,slow,slow,1,828,60,1507.79,893.7468983,2401.536898,44.1
"Seattle, WA","Denver, CO",61.7,21,4.93,4.71,High,7.7,Clear,Spring,3,8,6.7,Tanker,0,slow,normal,2,1172,70,2525.66,1226.7431,3752.4031,61.7
"Miami, FL","Los Angeles, CA",45.6,29.1,3.64,5.57,Medium,4.9,Storm,Summer,8,8,7.2,Refrigerated,0,fast,slow,1,2686,60,4998.65,1755.303411,6753.953411,45.6
"Los Angeles, CA","New York, NY",63.5,21.2,3.44,7.03,High,4.5,Fog,Spring,6,8,3.2,Refrigerated,0,slow,normal,2,2812,70,6186.4,1376,7562.4,63.5
"Dallas, TX","Houston, TX",43.7,23.8,3.72,6.21,Medium,5.7,Rain,Summer,1,8,9.1,Refrigerated,0,normal,slow,1,259,60,470.34,155.1497585,625.4897585,43.7
"Atlanta, GA","Denver, CO",46.5,26,4.07,6.83,Low,5.3,Storm,Summer,4,8,8.9,Flatbed,1,normal,slow,1,1392,60,2540.4,829.4934114,3369.893411,46.5
"Denver, CO","Chicago, IL",56.3,24.4,3.12,6.82,High,8.9,Fog,Winter,3,8,1.8,Refrigerated,1,slow,slow,1,1056,60,1951.49,483.0967742,2434.586774,56.3
"New York, NY","Phoenix, AZ",48.2,29.1,4.3,5.19,High,9.6,Rain,Spring,7,8,2.8,Tanker,0,slow,slow,1,2461,60,4567.62,2038.978805,6606.598805,48.2
"Chicago, IL","Dallas, TX",47,29.3,4.03,7.58,Low,6.1,Rain,Fall,3,8,3.6,Flatbed,1,normal,slow,1,925,60,1704.77,491.7875989,2196.557599,47
"Seattle, WA","Atlanta, GA",61,6.3,4.72,7.05,High,5.3,Storm,Spring,6,8,7.2,Flatbed,1,fast,normal,2,2505,70,5398.28,1677.106383,7075.386383,61
"Denver, CO","Houston, TX",41.2,11.8,3.93,7.9,Medium,9.3,Fog,Fall,4,8,7.2,Refrigerated,1,fast,slow,1,1010,60,1839.21,502.443038,2341.653038,41.2
"Phoenix, AZ","Houston, TX",40.3,23,3.92,6.72,Low,7.6,Rain,Spring,4,8,2.9,Refrigerated,0,slow,slow,1,1166,60,2123.29,680.1666667,2803.456667,40.3
"Los Angeles, CA","Seattle, WA",48.2,15.9,4.95,7.06,High,5.9,Clear,Summer,3,8,0.5,Dry Van,0,slow,slow,1,1104,60,2034.67,774.0509915,2808.720992,48.2
"Miami, FL","Seattle, WA",65.1,19.3,3.94,6.76,High,6.4,Storm,Spring,7,8,9,Refrigerated,0,fast,normal,2,3141,70,6847.38,1830.701183,8678.081183,65.1
"Miami, FL","Denver, CO",54.3,5.6,4.27,6.96,Medium,5.8,Rain,Summer,5,8,9.9,Refrigerated,1,slow,slow,1,1984,60,3666.43,1217.195402,4883.625402,54.3
"Dallas, TX","Denver, CO",52.3,20.7,3.36,4.8,High,9.5,Fog,Spring,2,8,3.1,Flatbed,0,slow,slow,1,762,60,1387.6,533.4,1921,52.3
"Seattle, WA","Dallas, TX",71.5,24.5,3.09,6.77,Medium,7,Fog,Summer,4,8,6.9,Flatbed,0,normal,fast,3,1932,80,5197.08,881.8138848,6078.893885,71.5
"Dallas, TX","Phoenix, AZ",74.4,21.1,3.73,6.4,Medium,5.3,Rain,Summer,2,8,0.3,Flatbed,1,fast,fast,3,1017,80,2728.61,592.7203125,3321.330313,74.4
"Los Angeles, CA","Dallas, TX",66.2,25.2,3.51,6.16,Low,7.2,Rain,Fall,3,8,9.5,Refrigerated,1,fast,normal,2,1423,70,3073.68,810.8327922,3884.512792,66.2
"Dallas, TX","Seattle, WA",59.5,19.8,4.08,6.83,High,6.5,Fog,Spring,5,8,7.7,Tanker,1,normal,slow,1,1932,60,3525.9,1154.108346,4680.008346,59.5
"Denver, CO","Chicago, IL",56.4,9.2,3.04,6.66,High,7.5,Snow,Fall,3,8,2.6,Flatbed,1,normal,slow,1,1056,60,1951.49,482.018018,2433.508018,56.4
"Miami, FL","Houston, TX",69.1,24,3.67,6.55,Low,9,Rain,Winter,3,8,1.5,Dry Van,0,fast,normal,2,1112,70,2413.04,623.059542,3036.099542,69.1
"Denver, CO","Houston, TX",40.4,10.7,3.67,4.13,Low,7.6,Storm,Summer,4,8,4.8,Dry Van,1,slow,slow,1,1010,60,1839.21,897.5060533,2736.716053,40.4
"Houston, TX","Dallas, TX",40.5,21.5,4.69,7.14,High,5.9,Clear,Fall,1,8,9.9,Refrigerated,1,fast,slow,1,259,60,470.34,170.127451,640.467451,40.5
"Phoenix, AZ","Seattle, WA",54.6,22,4.75,4.21,Medium,5.8,Rain,Winter,3,8,9.7,Tanker,0,normal,slow,1,1282,60,2346.06,1446.437055,3792.497055,54.6
"Los Angeles, CA","Dallas, TX",54.2,14.7,3.98,5.67,Low,9,Fog,Spring,4,8,7.9,Flatbed,0,normal,slow,1,1423,60,2609.78,998.8606702,3608.64067,54.2
"New York, NY","Phoenix, AZ",43.6,12,3.52,7.74,Low,6.9,Clear,Spring,8,8,2.9,Dry Van,0,slow,slow,1,2461,60,4567.62,1119.21447,5686.83447,43.6
"Atlanta, GA","New York, NY",69.6,27.5,3.78,6.57,Medium,5.7,Storm,Fall,2,8,2.2,Tanker,1,fast,normal,2,858,70,1874.73,493.6438356,2368.373836,69.6
"Denver, CO","Dallas, TX",71.6,8.3,4.84,5.38,High,6.6,Fog,Spring,2,8,4.1,Flatbed,0,fast,fast,3,762,80,2044.45,685.5167286,2729.966729,71.6
"Denver, CO","Phoenix, AZ",64.5,24,4.65,5.37,Low,8.6,Clear,Spring,2,8,9.6,Refrigerated,1,normal,normal,2,673,70,1446.95,582.7653631,2029.715363,64.5
"Denver, CO","Dallas, TX",74.7,23.5,4.55,4.1,Medium,7,Storm,Fall,2,8,3.1,Tanker,1,normal,fast,3,762,80,2044.45,845.6341463,2890.084146,74.7
"Atlanta, GA","New York, NY",54.9,9.7,4.03,4.14,High,7.1,Storm,Summer,2,8,3.6,Refrigerated,0,fast,slow,1,858,60,1592.45,835.2028986,2427.652899,54.9
"New York, NY","Chicago, IL",44.7,27,4.91,4,Medium,9.1,Snow,Summer,3,8,4.6,Refrigerated,0,fast,slow,1,818,60,1537.02,1004.095,2541.115,44.7
"Seattle, WA","Miami, FL",55.7,28.8,3.42,4.72,Low,5.5,Clear,Spring,8,8,9.3,Flatbed,0,slow,slow,1,3141,60,5817.13,2275.894068,8093.024068,55.7
"Chicago, IL","New York, NY",48.5,16,3.78,4.19,Low,7.1,Snow,Fall,3,8,8.4,Tanker,1,normal,slow,1,818,60,1537.02,737.9570406,2274.977041,48.5
"Houston, TX","Phoenix, AZ",69.6,28.9,4.89,4.4,Medium,9.7,Clear,Winter,3,8,7.8,Flatbed,0,normal,normal,2,1166,70,2501.07,1295.85,3796.92,69.6
"Denver, CO","Seattle, WA",46.3,29.4,3.43,4.68,Medium,6.2,Snow,Summer,4,8,3.3,Tanker,1,normal,slow,1,1172,60,2144.76,858.965812,3003.725812,46.3
"Denver, CO","Houston, TX",57.3,20.4,3.78,5.38,Medium,5.3,Storm,Fall,3,8,6.7,Dry Van,0,fast,slow,1,1010,60,1839.21,709.6282528,2548.838253,57.3
"Denver, CO","Atlanta, GA",42.8,8.5,3.74,7.7,Medium,6.3,Fog,Winter,5,8,4.2,Dry Van,1,normal,slow,1,1392,60,2540.4,676.1142857,3216.514286,42.8
"Dallas, TX","New York, NY",60.8,12,4.38,6.52,Low,5,Snow,Summer,4,8,5.5,Refrigerated,1,normal,normal,2,1576,70,3435.68,1058.723926,4494.403926,60.8
"Atlanta, GA","Dallas, TX",73.7,15.5,4.53,4.47,High,9.3,Fog,Summer,2,8,6.3,Tanker,0,fast,fast,3,828,80,2221.52,839.114094,3060.634094,73.7
"Phoenix, AZ","New York, NY",41.4,22.5,3.23,4.51,Low,5.1,Storm,Summer,8,8,2.7,Refrigerated,1,slow,slow,1,2461,60,4567.62,1762.534368,6330.154368,41.4
"Atlanta, GA","Miami, FL",69.5,28.2,3.97,6.27,Low,5.5,Snow,Fall,2,8,7.5,Flatbed,0,slow,normal,2,697,70,1515.97,441.3221691,1957.292169,69.5
"Miami, FL","New York, NY",50.6,19.6,4.89,7.55,Low,8.6,Storm,Spring,4,8,2.4,Tanker,1,slow,slow,1,1256,60,2360.02,813.4887417,3173.508742,50.6
"Atlanta, GA","Denver, CO",46.3,20.1,3.88,5.87,Low,6.7,Clear,Summer,4,8,7.9,Dry Van,1,normal,slow,1,1392,60,2540.4,920.0954003,3460.4954,46.3
"New York, NY","Denver, CO",56.6,21.1,4.81,6.27,Medium,8.8,Fog,Fall,5,8,0.3,Refrigerated,1,normal,slow,1,1872,60,3474.43,1436.095694,4910.525694,56.6
"Miami, FL","Houston, TX",62.9,22.2,3.01,7.2,High,7,Rain,Summer,3,8,7.4,Dry Van,0,normal,normal,2,1112,70,2413.04,464.8777778,2877.917778,62.9
"Houston, TX","Chicago, IL",57,25.1,3.59,4.39,High,7.1,Storm,Spring,3,8,8,Refrigerated,1,normal,slow,1,1083,60,1995.97,885.642369,2881.612369,57
"Houston, TX","Phoenix, AZ",41.9,19.8,4.36,7.94,Low,9.7,Storm,Summer,4,8,5.2,Tanker,1,normal,slow,1,1166,60,2123.29,640.2720403,2763.56204,41.9
"Dallas, TX","Seattle, WA",53.4,19.6,4.45,6.54,High,8.3,Storm,Spring,5,8,7.3,Refrigerated,0,fast,slow,1,1932,60,3525.9,1314.587156,4840.487156,53.4
"Dallas, TX","Miami, FL",45.7,9.1,4.78,4.3,Medium,8.8,Rain,Fall,4,8,4.7,Refrigerated,1,fast,slow,1,1277,60,2353.51,1419.548837,3773.058837,45.7
"Chicago, IL","Atlanta, GA",60.5,10.3,3.57,7.68,Low,6.6,Clear,Fall,2,8,4.7,Refrigerated,0,slow,normal,2,677,70,1472.47,314.6992188,1787.169219,60.5
"Los Angeles, CA","Chicago, IL",44.4,9.2,4.84,5.83,Low,8.3,Fog,Summer,6,8,6.4,Dry Van,1,normal,slow,1,2004,60,3729.44,1663.698113,5393.138113,44.4
"Atlanta, GA","Houston, TX",50.5,19.5,4.88,6.88,High,4.4,Fog,Summer,2,8,4.5,Dry Van,1,fast,slow,1,806,60,1467.73,571.6976744,2039.427674,50.5
"New York, NY","Los Angeles, CA",51.8,27.3,4.23,6.11,Low,6,Rain,Winter,7,8,6.2,Flatbed,1,slow,slow,1,2812,60,5258.44,1946.769231,7205.209231,51.8
"Houston, TX","Denver, CO",71.9,17.3,4.02,5.67,Medium,8.7,Clear,Spring,2,8,2.7,Refrigerated,0,normal,fast,3,1010,80,2709.83,716.0846561,3425.914656,71.9
"Dallas, TX","Los Angeles, CA",60.9,19.8,4.22,6.88,Medium,5.9,Clear,Spring,3,8,8.1,Flatbed,0,fast,normal,2,1423,70,3073.68,872.8284884,3946.508488,60.9
"Phoenix, AZ","Miami, FL",65.3,7.1,3.75,4.25,Medium,7.1,Storm,Fall,5,8,1.7,Refrigerated,1,normal,normal,2,2276,70,4950.3,2008.235294,6958.535294,65.3
"New York, NY","Miami, FL",72.6,16.1,4.61,7.71,High,9.8,Fog,Winter,3,8,3.2,Tanker,0,fast,fast,3,1256,80,3484.14,750.9935149,4235.133515,72.6
"New York, NY","Atlanta, GA",68.4,25.9,3.03,7.82,Medium,8.7,Snow,Summer,2,8,0.8,Refrigerated,1,slow,normal,2,858,70,1874.73,332.4475703,2207.17757,68.4
"Miami, FL","Denver, CO",73.7,17.5,3.8,7.36,Low,4.5,Clear,Winter,4,8,3.8,Refrigerated,1,normal,fast,3,1984,80,5406.4,1024.347826,6430.747826,73.7
"Dallas, TX","Atlanta, GA",50.8,10.3,3.35,6.56,Low,9.5,Rain,Fall,3,8,3,Refrigerated,0,normal,slow,1,828,60,1507.79,422.8353659,1930.625366,50.8
"Dallas, TX","Atlanta, GA",69.1,29.3,3.7,5.16,Medium,7.6,Fog,Summer,2,8,6.2,Refrigerated,1,slow,normal,2,828,70,1776.06,593.7209302,2369.78093,69.1
"Denver, CO","Atlanta, GA",71.9,15.3,4.08,5.07,Low,5.7,Clear,Summer,3,8,2.9,Refrigerated,1,fast,fast,3,1392,80,3744.48,1120.189349,4864.669349,71.9
"New York, NY","Denver, CO",73.7,20.6,3.35,4.47,High,6.2,Fog,Winter,4,8,4.7,Flatbed,1,fast,fast,3,1872,80,5127.41,1402.95302,6530.36302,73.7
"Los Angeles, CA","Houston, TX",59.9,18,4.61,4.02,High,5.2,Clear,Spring,4,8,1.6,Flatbed,1,normal,slow,1,1577,60,2892.22,1808.450249,4700.670249,59.9
"Phoenix, AZ","Houston, TX",51.5,24.7,4.78,5.39,Medium,9.1,Snow,Spring,3,8,3.7,Flatbed,1,slow,slow,1,1166,60,2123.29,1034.040816,3157.330816,51.5
"Atlanta, GA","Miami, FL",55.2,28.1,4.39,4.99,Low,5.1,Rain,Summer,2,8,2.2,Flatbed,0,slow,slow,1,697,60,1288.06,613.1923848,1901.252385,55.2
"Los Angeles, CA","Seattle, WA",54.4,16.1,4.74,6.45,Medium,4.1,Fog,Fall,3,8,7.6,Dry Van,0,fast,slow,1,1104,60,2034.67,811.3116279,2845.981628,54.4
"Phoenix, AZ","Miami, FL",54.8,16.3,4.91,5.9,Low,8.5,Rain,Spring,6,8,1.4,Refrigerated,0,fast,slow,1,2276,60,4206.05,1894.094915,6100.144915,54.8
"New York, NY","Atlanta, GA",70.8,28.6,3.12,6.96,Low,8.4,Clear,Spring,2,8,2.5,Dry Van,1,slow,fast,3,858,80,2350.06,384.6206897,2734.68069,70.8
"New York, NY","Chicago, IL",52.9,16.3,4.64,4.06,Low,9.4,Clear,Spring,2,8,2.3,Flatbed,0,slow,slow,1,818,60,1537.02,934.8571429,2471.877143,52.9
"Atlanta, GA","Houston, TX",63.1,6.1,4.43,7.04,Medium,5,Fog,Winter,2,8,2,Flatbed,1,normal,normal,2,806,70,1728.87,507.1846591,2236.054659,63.1
"Phoenix, AZ","Miami, FL",49.5,24.9,4.08,7.07,Medium,7.3,Fog,Spring,6,8,9.1,Tanker,1,slow,slow,1,2276,60,4206.05,1313.448373,5519.498373,49.5
"Miami, FL","Atlanta, GA",56.9,20.9,4.23,5.43,Low,6.5,Rain,Summer,2,8,10,Dry Van,0,fast,slow,1,697,60,1288.06,542.9668508,1831.026851,56.9
"Dallas, TX","Chicago, IL",43.2,18,3.1,5.15,Low,6.7,Storm,Summer,3,8,9.8,Tanker,0,slow,slow,1,925,60,1704.77,556.7961165,2261.566117,43.2
"Atlanta, GA","Dallas, TX",43.4,18.5,4.63,4.95,Medium,8.5,Rain,Winter,3,8,6.6,Refrigerated,1,slow,slow,1,828,60,1507.79,774.4727273,2282.262727,43.4
"Phoenix, AZ","Chicago, IL",72.3,27.1,4.43,5.45,High,8.8,Clear,Winter,3,8,2.5,Tanker,0,fast,fast,3,1670,80,4550.75,1357.449541,5908.199541,72.3
"Los Angeles, CA","New York, NY",74.9,25.1,4.46,5.81,Low,5.9,Snow,Winter,5,8,5.7,Tanker,1,normal,fast,3,2812,80,7761.12,2158.609294,9919.729294,74.9
"Houston, TX","Seattle, WA",57.1,23.8,4.74,5.57,High,4.1,Clear,Fall,5,8,9.1,Tanker,1,normal,slow,1,2173,60,3965.72,1849.195691,5814.915691,57.1
"Houston, TX","Denver, CO",65.8,13.1,4.4,6.59,High,5.1,Storm,Spring,2,8,7.9,Dry Van,0,slow,normal,2,1010,70,2166.45,674.3550835,2840.805083,65.8
"Denver, CO","Miami, FL",65.6,14.5,3.69,7.37,High,4.2,Rain,Fall,4,8,4.3,Refrigerated,1,fast,normal,2,1984,70,4315.2,993.3459973,5308.545997,65.6
"Los Angeles, CA","Miami, FL",44.3,17.9,4.97,4.94,Low,8.3,Rain,Spring,8,8,3.1,Dry Van,0,fast,slow,1,2686,60,4998.65,2702.311741,7700.961741,44.3
"New York, NY","Miami, FL",42.5,12.1,4.43,6.54,Medium,4.5,Storm,Summer,4,8,3.8,Dry Van,0,normal,slow,1,1256,60,2360.02,850.7767584,3210.796758,42.5
"Atlanta, GA","Phoenix, AZ",69.2,5.4,3.66,5.7,High,9.5,Rain,Fall,4,8,9.5,Flatbed,0,slow,normal,2,1827,70,3928.05,1173.126316,5101.176316,69.2
"Chicago, IL","Los Angeles, CA",45.5,27.9,4.76,5.51,Low,6.4,Clear,Winter,6,8,6.6,Tanker,0,slow,slow,1,2004,60,3729.44,1731.22323,5460.66323,45.5
"Atlanta, GA","Miami, FL",40.8,8.5,3.88,5.13,High,8.6,Fog,Winter,3,8,0.9,Flatbed,1,fast,slow,1,697,60,1288.06,527.165692,1815.225692,40.8
"Dallas, TX","Phoenix, AZ",49.6,20.5,3.14,5.52,High,6.7,Clear,Spring,3,8,5.3,Refrigerated,1,normal,slow,1,1017,60,1851.96,578.5108696,2430.47087,49.6
"Chicago, IL","Houston, TX",73.6,9.6,3.32,6.85,Medium,4.4,Rain,Summer,2,8,8.8,Flatbed,1,fast,fast,3,1083,80,2943.59,524.8992701,3468.48927,73.6
"Chicago, IL","Los Angeles, CA",41.4,28,3.98,7.47,Low,9.1,Fog,Fall,7,8,0.6,Dry Van,0,slow,slow,1,2004,60,3729.44,1067.726908,4797.166908,41.4
"Atlanta, GA","Seattle, WA",70.6,27.5,3.92,5.76,Low,5.1,Rain,Winter,5,8,9.1,Dry Van,1,normal,fast,3,2505,80,6755.98,1704.791667,8460.771667,70.6
"Los Angeles, CA","New York, NY",46.9,20.2,4.48,4.52,Medium,8.8,Rain,Fall,8,8,4.9,Dry Van,1,slow,slow,1,2812,60,5258.44,2787.115044,8045.555044,46.9
"New York, NY","Denver, CO",46.8,11,3.13,4.59,Low,4.9,Clear,Spring,5,8,0.5,Refrigerated,1,slow,slow,1,1872,60,3474.43,1276.54902,4750.97902,46.8
"Houston, TX","New York, NY",48.2,12.5,3.49,6.6,Low,7.3,Snow,Fall,5,8,5.3,Dry Van,0,normal,slow,1,1630,60,3018.76,861.9242424,3880.684242,48.2
"Houston, TX","Phoenix, AZ",42.8,27.2,4.16,7.8,Low,4.9,Clear,Summer,4,8,2.8,Tanker,1,slow,slow,1,1166,60,2123.29,621.8666667,2745.156667,42.8
